x1,x2,x3,x4,y
0.5364850518678814,1.1926586898644185,0,0.004632023004602859,0
1.4377124707590272,1.1507736711668062,1,0.3013778741641421,0
1.398293387770603,0.22466828446693365,0,0.6200727559285135,0
6.443819428146228,4.161359280169044,1,0.7999160853731894,1
5.284696290740031,4.312059908526077,0,0.20513964048200717,1
6.758969220493268,4.010501920816379,0,0.6635373720167106,1
1.3548802453948756,0.6231319178212552,0,0.8721239089441515,0
7.441273289066116,4.012255087129471,0,0.29314773026101326,1
5.018491348952049,5.076591228755778,1,0.20788625514602732,1
1.2801557916052912,1.3909114358886552,1,0.8464522917345182,0
1.927989878419666,1.411030079997245,0,0.505888678884466,0
7.586016816145352,2.9380521378450966,0,0.2594234334312925,1
4.7522168180351505,3.7993897640570817,0,0.8556964681062857,1
2.0917607765355024,0.867671583381022,0,0.424130671302386,0
5.848214904964417,4.17087798788858,0,0.624148907849134,1
5.399783122841205,4.091671002869176,0,0.5830415609696922,1
1.1607824767773613,1.9328872555723784,0,0.25179905890695276,0
8.122156197012632,4.42882981160101,1,0.02709599250348349,1
3.4778940447415163,0.46455375096944385,1,0.4508393714041321,0
2.361636025047634,0.8773059419985647,1,0.01811018382084051,0
5.528068134210566,3.496991309250149,0,0.06707647738842748,1
0.9871688796655762,0.9826441151473784,0,0.7476093801762511,0
7.765454240281096,3.640777889373782,0,0.02538635566034486,1
1.6723378534022317,0.377130610644006,1,0.3351972416459009,0
3.3562400285708227,1.2063904634682492,1,0.5862298320167972,0
1.52082576215471,0.5126591648863392,0,0.5833917947661205,0
1.1915063971068123,0.8882686073370746,0,0.9848411989623346,0
3.003532897892024,1.9483964913269736,0,0.6114542354346478,0
7.088950596967366,3.392905693606134,1,0.7499604703991778,1
6.045571839903814,4.037902279096863,1,0.5648411332626164,1
2.5425600435859645,0.9627770421169164,1,0.8772005408131083,0
1.0919759244787892,1.5714114072575103,1,0.2322126951468173,0
2.931280119116199,0.642824290986816,1,0.5427244433475962,0
2.821902504375224,1.4135916245180118,0,0.15253904291426135,0
4.739116045664955,4.155453782799002,0,0.7159722288473975,1
4.6223306320429085,3.989549203017926,1,0.22460482293998196,1
6.633919022318011,3.9264713092489307,1,0.4532888347480276,1
6.186454314769428,3.839307079173503,0,0.44076274693822814,1
5.74743184860684,4.345071995855556,0,0.7222669318556592,1
2.087047068238171,1.0065009459389536,0,0.5762883601668132,0
0.0124310853991072,2.3600845832948094,0,0.7364442356247228,0
6.307299520876609,4.676936187082706,1,0.7998552559473152,1
0.6718139511015695,1.406758608684835,0,0.03353243473577938,0
